Model	Condition	Distance	MI	UnigramCE
3496348	0	10	0.0014419318055	6.42110248118
3496348	0	11	0.00119271286695	6.42110248118
3496348	0	12	0.000873140077958	6.42110248118
3496348	0	13	0.000568031859943	6.42110248118
3496348	0	14	0.000310151130877	6.42110248118
3496348	0	15	0.000118824345393	6.42110248118
3496348	0	16	2.08545914813e-05	6.42110248118
3496348	0	17	-0.000121351796749	6.42110248118
3496348	0	18	0.00116369353857	6.42110248118
3496348	0	19	0.000806173666077	6.42110248118
3496348	1	0	0	6.42110248118
3496348	1	1	1.0471218001	6.42110248118
3496348	1	2	0.116330548887	6.42110248118
3496348	1	3	0.0316100622455	6.42110248118
3496348	1	4	0.0120449312523	6.42110248118
3496348	1	5	0.00698179431582	6.42110248118
3496348	1	6	0.00618852422119	6.42110248118
3496348	1	7	0.00379247683784	6.42110248118
3496348	1	8	0.00318092217716	6.42110248118
3496348	1	9	0.00123755673897	6.42110248118
3496348	1	10	-0.000281922082305	6.42110248118
3496348	1	11	0.00196759731625	6.42110248118
3496348	1	12	0.00140238114538	6.42110248118
3496348	1	13	0.00132569109747	6.42110248118
3496348	1	14	-0.000185144880753	6.42110248118
3496348	1	15	0.00032679951715	6.42110248118
3496348	1	16	0.000116386074008	6.42110248118
3496348	1	17	0.000296531712953	6.42110248118
3496348	1	18	0.000500882580989	6.42110248118
3496348	1	19	0.000673021845307	6.42110248118
4615705	0	0	0	6.40682230051
4615705	0	1	1.10900860094	6.40682230051
4615705	0	2	0.125847944899	6.40682230051
4615705	0	3	0.0241736761854	6.40682230051
4615705	0	4	0.00902261692001	6.40682230051
4615705	0	5	0.00599346859275	6.40682230051
4615705	0	6	0.00300884946963	6.40682230051
4615705	0	7	0.00088428127292	6.40682230051
4615705	0	8	0.000315474667461	6.40682230051
4615705	0	9	0.000573646215996	6.40682230051
4615705	0	10	0.00159045522493	6.40682230051
4615705	0	11	-0.000504339201862	6.40682230051
4615705	0	12	0.000460163260684	6.40682230051
4615705	0	13	-0.000570005196503	6.40682230051
4615705	0	14	0.00083318316325	6.40682230051
4615705	0	15	-0.000421188944708	6.40682230051
4615705	0	16	0.000659965994031	6.40682230051
4615705	0	17	0.000344344604078	6.40682230051
4615705	0	18	0.000312117334789	6.40682230051
4615705	0	19	0.000183984797252	6.40682230051
4615705	1	0	0	6.40682230051
4615705	1	1	1.04840355387	6.40682230051
4615705	1	2	0.127629869518	6.40682230051
4615705	1	3	0.0304653356412	6.40682230051
4615705	1	4	0.0120638259411	6.40682230051
4615705	1	5	0.00866510549291	6.40682230051
4615705	1	6	0.00372667462276	6.40682230051
4615705	1	7	0.00281397845862	6.40682230051
4615705	1	8	0.00152260677152	6.40682230051
4615705	1	9	0.000634341193107	6.40682230051
4615705	1	10	0.000529826775903	6.40682230051
4615705	1	11	0.000850596361841	6.40682230051
4615705	1	12	-0.000536915533278	6.40682230051
4615705	1	13	0.000779703449544	6.40682230051
4615705	1	14	0.00130596127632	6.40682230051
4615705	1	15	-1.30903767825e-06	6.40682230051
4615705	1	16	0.00121295160029	6.40682230051
4615705	1	17	-0.000780392296984	6.40682230051
4615705	1	18	0.000843686270716	6.40682230051
4615705	1	19	0.0008774273678	6.40682230051
2487822	0	0	0	6.41121640581
2487822	0	1	1.10253684727	6.41121640581
2487822	0	2	0.141253489884	6.41121640581
2487822	0	3	0.0254474042413	6.41121640581
2487822	0	4	0.00966355213607	6.41121640581
2487822	0	5	0.00566491755125	6.41121640581
2487822	0	6	0.00477726201109	6.41121640581
2487822	0	7	0.00258222746064	6.41121640581
2487822	0	8	0.00251039802738	6.41121640581
2487822	0	9	0.00168780098161	6.41121640581
2487822	0	10	0.00167834632953	6.41121640581
2487822	0	11	0.000578946341744	6.41121640581
2487822	0	12	0.000754429811161	6.41121640581
2487822	0	13	0.000880371532036	6.41121640581
2487822	0	14	0.000919131606043	6.41121640581
2487822	0	15	0.000631970003612	6.41121640581
2487822	0	16	-0.000378093271395	6.41121640581
2487822	0	17	0.000886101760788	6.41121640581
2487822	0	18	0.000251104801721	6.41121640581
2487822	0	19	0.000820886129369	6.41121640581
2487822	1	0	0	6.41121640581
2487822	1	1	1.0591828268	6.41121640581
2487822	1	2	0.136156142146	6.41121640581
2487822	1	3	0.0320317073733	6.41121640581
2487822	1	4	0.0122647747552	6.41121640581
2487822	1	5	0.00856859285569	6.41121640581
2487822	1	6	0.00578330754906	6.41121640581
2487822	1	7	0.00345906334382	6.41121640581
2487822	1	8	0.00318833277883	6.41121640581
2487822	1	9	0.00130012716472	6.41121640581
2487822	1	10	0.00109491574061	6.41121640581
2487822	1	11	0.00188676271896	6.41121640581
2487822	1	12	-8.95487230572e-05	6.41121640581
2487822	1	13	0.00104122458548	6.41121640581
2487822	1	14	-0.000395521829246	6.41121640581
2487822	1	15	0.000532388358945	6.41121640581
2487822	1	16	0.000640997747068	6.41121640581
2487822	1	17	3.03154572814e-05	6.41121640581
2487822	1	18	0.000302985227139	6.41121640581
2487822	1	19	0.000448331511698	6.41121640581
9882606	0	0	0	6.42388083006
9882606	0	1	1.11606016773	6.42388083006
9882606	0	2	0.12376153142	6.42388083006
9882606	0	3	0.0233238985465	6.42388083006
9882606	0	4	0.00885353651114	6.42388083006
9882606	0	5	0.00821194697315	6.42388083006
9882606	0	6	0.00234450906244	6.42388083006
9882606	0	7	0.00281560846542	6.42388083006
9882606	0	8	0.00314855295507	6.42388083006
9882606	0	9	0.00244314582827	6.42388083006
9882606	0	10	0.00293849382508	6.42388083006
9882606	0	11	0.000613458464865	6.42388083006
9882606	0	12	0.00143186488348	6.42388083006
9882606	0	13	0.00113518027808	6.42388083006
9882606	0	14	0.00072935313011	6.42388083006
9882606	0	15	-0.000735830667753	6.42388083006
9882606	0	16	-7.74391071392e-05	6.42388083006
9882606	0	17	0.000205819318193	6.42388083006
9882606	0	18	-3.76757803542e-05	6.42388083006
9882606	0	19	0.000147598275704	6.42388083006
9882606	1	0	0	6.42388083006
9882606	1	1	1.07957082851	6.42388083006
9882606	1	2	0.121125319359	6.42388083006
9882606	1	3	0.0252595768288	6.42388083006
9882606	1	4	0.0114021507372	6.42388083006
9882606	1	5	0.0067828787	6.42388083006
9882606	1	6	0.00282721477024	6.42388083006
9882606	1	7	0.00332797141406	6.42388083006
9882606	1	8	0.00205646235538	6.42388083006
9882606	1	9	0.0020761274576	6.42388083006
9882606	1	10	0.00153329694688	6.42388083006
9882606	1	11	0.000179774610015	6.42388083006
9882606	1	12	0.00156159522151	6.42388083006
9882606	1	13	0.000640913293024	6.42388083006
9882606	1	14	0.000701319419803	6.42388083006
9882606	1	15	0.00155992828247	6.42388083006
9882606	1	16	0.000551353936634	6.42388083006
9882606	1	17	7.8712787893e-05	6.42388083006
9882606	1	18	0.000255474138886	6.42388083006
9882606	1	19	0.000436151707031	6.42388083006
5691649	0	0	0	6.41931179634
5691649	0	1	1.10698238167	6.41931179634
5691649	0	2	0.122590196716	6.41931179634
5691649	0	3	0.0246081121189	6.41931179634
5691649	0	4	0.0103264908687	6.41931179634
5691649	0	5	0.00736307001687	6.41931179634
5691649	0	6	0.00234205656952	6.41931179634
5691649	0	7	0.00147830948782	6.41931179634
5691649	0	8	-0.000213763555649	6.41931179634
5691649	0	9	0.000291670135613	6.41931179634
5691649	0	10	0.00131398178497	6.41931179634
5691649	0	11	-0.000489855595901	6.41931179634
5691649	0	12	3.47780439629e-05	6.41931179634
5691649	0	13	-0.000161525185113	6.41931179634
5691649	0	14	0.000731248576411	6.41931179634
5691649	0	15	-0.000146008001683	6.41931179634
5691649	0	16	0.000852436584826	6.41931179634
5691649	0	17	-0.000283718415441	6.41931179634
5691649	0	18	-0.00021816426771	6.41931179634
5691649	0	19	-3.16610771289e-06	6.41931179634
5691649	1	0	0	6.41931179634
5691649	1	1	1.02686213821	6.41931179634
5691649	1	2	0.116536550241	6.41931179634
5691649	1	3	0.0339290597542	6.41931179634
5691649	1	4	0.013654065305	6.41931179634
5691649	1	5	0.0103721405986	6.41931179634
5691649	1	6	0.00549034544161	6.41931179634
5691649	1	7	0.00432300812675	6.41931179634
5691649	1	8	0.00165562005265	6.41931179634
5691649	1	9	0.000607881609908	6.41931179634
5691649	1	10	-1.54842769842e-05	6.41931179634
5691649	1	11	-0.000752245427009	6.41931179634
5691649	1	12	0.000614968573181	6.41931179634
5691649	1	13	0.000387227304421	6.41931179634
5691649	1	14	3.57847536687e-05	6.41931179634
5691649	1	15	-0.000328240836992	6.41931179634
5691649	1	16	-0.000454641322734	6.41931179634
5691649	1	17	-0.000155619528247	6.41931179634
5691649	1	18	0.000159889183385	6.41931179634
5691649	1	19	0.000552603987757	6.41931179634
177174	0	0	0	6.41177041213
177174	0	1	1.06517449626	6.41177041213
177174	0	2	0.132880650606	6.41177041213
177174	0	3	0.0165325180373	6.41177041213
177174	0	4	0.00860687648636	6.41177041213
177174	0	5	0.00748869028728	6.41177041213
177174	0	6	0.00544367902507	6.41177041213
177174	0	7	0.00246819161577	6.41177041213
177174	0	8	0.00200725111533	6.41177041213
177174	0	9	0.000646841966899	6.41177041213
177174	0	10	0.00163641310268	6.41177041213
177174	0	11	0.00115796646044	6.41177041213
177174	0	12	-0.000288115626816	6.41177041213
177174	0	13	0.000854281008633	6.41177041213
177174	0	14	0.000143078934154	6.41177041213
